sentence,group,step,stl_formula,label,cosine_sim,,
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"eventually[0,5](virus(t) < c(low))",,0.390528,,
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,filtered,"eventually[0,5](virus(t) < c(low))",1,0.390528,,
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,filtered,"eventually[0,5](virus(t) < c(low))",1,0.390528,,
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,filtered,"eventually[5,5](virus(t) < c(low))",1,0.39073,,
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,filtered,"eventually[5,5](virus(t) < c(low))",1,0.39073,,
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,filtered,"eventually[5,5](virus(t) < c(low))",1,0.39073,,
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,filtered,"eventually[0,5](virus(t) < c(low))",1,0.390528,,
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,filtered,"eventually[0,5](virus(t) < c(low))",1,0.390528,,
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,filtered,"eventually[0,5](virus(t) < c(low))",1,0.390528,,
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,filtered,"eventually[0,5](virus(t) < c(low))",1,0.390528,,
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,consolidated,"eventually[0,5](virus(t) < c(low))",1,0.390528,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,raw,"globally[0,158](d_virus(t) < 0) implies eventually[0,inf](virus(t) < c(low))",,0.384854,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,raw,"eventually[0,158](virus(t) = c(low)) implies globally[0,inf](virus(t) > c(low))",,0.442573,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,raw,"globally[0,158](d_virus(t) < 0 and virus(t) > c(low)) implies eventually[0,158](d_virus(t) = 0)",,0.404271,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,raw,"globally[0,158](virus(t) < c(low)) and globally[0,inf](virus(t) > c(low) implies virus(t) > c(low))",,0.402004,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,raw,"eventually[0,158]globally(virus(t) < c(low)) and globally[0,17](virus(t) > c(low))",,0.427036,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,raw,"eventually[0,158](virus(t) < c(low)) and globally[0,17](virus(t) > c(high))",,0.425019,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,raw,"eventually[0,158](virus(t) < c(low)) and globally[0,17](virus(t) > c(high)) implies globally[0,17](virus(t) > c(high))",,0.421629,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,raw,"eventually[0,158](virus(t)=c(low)) and globally[0,17](virus(t)>c(low))",,0.438458,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,raw,"eventually[0,158](sarscov2(t) = c(low)) implies globally[0,17](sarscov2(t) > c(low))",,0.309176,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,raw,"globally[0,158](virus(t) < c(low)) implies eventually[0,inf](virus(t) > c(high))",,0.426698,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,raw,"eventually[0,158](virus(t) = c(low)) and globally[0,inf](virus(t) > c(low))",,0.418317,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,raw,"globally[0,158](d_virus(t) < 0 and virus(t) > c(high)) implies eventually[0,158](virus(t) < c(high))",,0.416549,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,raw,"globally[0,158](virus(t) > c(low)) and globally[158,inf](virus(t) = c(low))",,0.417253,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,raw,"eventually[0,158]globally(d_virus(t) < 0) and globally[0,17](virus(t) > c(high))",,0.401501,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,raw,"globally[0,158](virus(t)=c(low)) and globally[0,17](virus(t)>c(high)) implies eventually[0,17](virus(t)=c(low))",,0.436893,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,raw,"eventually[0,158](sarscov2(t) = c(low)) implies globally[0,inf](sarscov2(t) > c(low))",,0.283213,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,filtered,"eventually[0,158](virus(t) = c(low)) implies globally[0,inf](virus(t) > c(low))",0,0.442573,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,filtered,"eventually[0,158]globally(virus(t) < c(low)) and globally[0,17](virus(t) > c(low))",0,0.427036,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,filtered,"eventually[0,158](virus(t)=c(low)) and globally[0,17](virus(t)>c(low))",0,0.438458,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,filtered,"globally[0,158](virus(t)=c(low)) and globally[0,17](virus(t)>c(high)) implies eventually[0,17](virus(t)=c(low))",0,0.436893,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,consolidated,"eventually[0,158](virus(t) = c(low)) implies globally[0,inf](virus(t) > c(low))",0,0.442573,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,consolidated,"eventually[0,158]globally(virus(t) < c(low))",1,0.43641,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,consolidated,"eventually[0,158](virus(t)=c(low))",1,0.449266,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,consolidated,"globally[0,17](virus(t)>c(low))",0,0.440259,,
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,consolidated,"globally[0,17](virus(t)>c(high)) implies eventually[0,17](virus(t)=c(low))",0,0.455756,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[12,inf](ns1(t) > c(high))",,0.214331,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,12](ns1(t) > c(mid)) and eventually[13,inf](ns1(t) < c(low))",,0.220211,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"eventually[12,inf](ns1(t) = c(low))",,0.25421,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,12](d_ns1(t) > -d_c(high))",,0.238839,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,12](ns1(t) > c(high))",,0.231133,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[12,inf](ns1(t) > c(high))",,0.214331,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,12](ns1(t) > c(high))",,0.231133,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,12](ns1(t) > c(low))",,0.233802,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"eventually[12,inf](d_ns1(t) < -d_c(low))",,0.247565,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[12,inf](ns1(t) > c(high))",,0.214331,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,12](ns1(t) > c(low))",,0.233802,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,12](ns1(t) > c(low))",,0.233802,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,12](ns1(t) > c(mid))",,0.243931,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,12](ns1(t) > c(high))",,0.231133,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"eventually[12,inf](ns1(t) = c(low))",,0.25421,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,12](ns1(t) > c(high)) and eventually[12,inf](d_ns1(t) < -d_c(low))",,0.208991,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,12](ns1(t) > c(high)) and globally[0,12](d_ns1(t) > -d_c(high))",,0.202153,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,12](ns1(t) > c(low)) implies eventually[12,inf](d_ns1(t) < 0)",,0.191229,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"eventually[12,inf](d_sarscov2(t) < -d_c(low))",,0.219919,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,12](ns1(t) > c(mid)) and eventually[12,inf](ns1(t) < c(low))",,0.216344,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,12](ns1(t) > c(low)) and eventually[12,inf](ns1(t) < c(low))",,0.198594,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,12](ns1(t) > c(low))",,0.233802,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,12](ns1(t) > c(high)) and eventually[13,inf](d_ns1(t) < -d_c(low))",,0.214436,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[12,inf](ns1(t) > c(low))",,0.220806,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,filtered,"eventually[12,inf](ns1(t) = c(low))",1,0.25421,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,filtered,"globally[0,12](d_ns1(t) > -d_c(high))",0,0.238839,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,filtered,"eventually[12,inf](d_ns1(t) < -d_c(low))",1,0.247565,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,filtered,"globally[0,12](ns1(t) > c(mid))",1,0.243931,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,filtered,"eventually[12,inf](ns1(t) = c(low))",1,0.25421,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,consolidated,"eventually[12,inf](ns1(t) = c(low))",1,0.25421,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,consolidated,"globally[0,12](ns1(t) > c(mid))",1,0.243931,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,consolidated,"globally[0,12](d_ns1(t) > -d_c(high))",0,0.238839,,
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,consolidated,"eventually[12,inf](d_ns1(t) < -d_c(low))",1,0.247565,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](virus(t) > c(mid)) and eventually[0,108](virus(t) < c(low))",,0.512389,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](virus(t) > c(mid)) and eventually[0,108](d_virus(t) < -d_c(high))",,0.466991,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"eventually[0,108](virus(t) < c(low)) and globally[0,270](virus(t) > c(high))",,0.477283,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](sarscov2(t) > c(mid)) and eventually[0,108](sarscov2(t) < c(low))",,0.283623,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](virus(t) > c(high)) and eventually[0,108](d_virus(t) < -d_c(low))",,0.448941,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](virus(t) > c(high)) and eventually[0,108](d_virus(t) < -d_c(low))",,0.448941,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](sarscov2(t) > c(high)) and eventually[0,108](d_sarscov2(t) < 0)",,0.209974,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](virus(t) > c(high)) and eventually[0,108](virus(t) < c(low))",,0.486789,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](sarscov2(t) > c(mid)) and eventually[0,108](sarscov2(t) < c(low))",,0.283623,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](virus(t) > c(low)) and eventually[0,108](virus(t) = c(low))",,0.506361,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](virus(t) > c(low)) and eventually[0,108](virus(t) = c(low))",,0.506361,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](virus(t) > c(mid))",,0.501502,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](virus(t) > c(low)) and eventually[0,108](virus(t) < c(low))",,0.490971,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](virus(t) > c(mid)) and eventually[0,108](virus(t) < c(mid))",,0.518501,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](virus(t) > c(high)) and eventually[0,108](virus(t) = c(low))",,0.502957,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](sarscov2(t) > c(high)) and eventually[0,108](sarscov2(t) = c(low))",,0.27876,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](virus(t) > c(low)) and eventually[0,108](virus(t) = c(low))",,0.506361,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](sarscov2(t) > c(low)) and eventually[0,108](sarscov2(t) < c(low))",,0.267024,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](virus(t)>c(mid)) and eventually[0,108](virus(t)<c(low))",,0.512389,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](sarscov2(t) > c(high)) and eventually[0,108](sarscov2(t) < c(low))",,0.260416,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](virus(t) > c(high)) and eventually[0,108](virus(t) = c(low))",,0.502957,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](sarscov2(t) > c(high)) and eventually[0,108](sarscov2(t) < c(low))",,0.260416,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](virus(t) > c(high)) and eventually[0,108](virus(t) < c(low))",,0.486789,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](virus(t) > c(mid)) and eventually[0,108](virus(t) < c(low))",,0.512389,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](virus(t)=c(high)) and eventually[0,108](virus(t)=c(low))",,0.514159,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"globally[0,270](virus(t)=c(high)) and eventually[0,108](virus(t)=c(low))",,0.514159,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,filtered,"globally[0,270](virus(t) > c(mid)) and eventually[0,108](virus(t) < c(low))",1,0.512389,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,filtered,"globally[0,270](virus(t) > c(mid)) and eventually[0,108](virus(t) < c(mid))",1,0.518501,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,filtered,"globally[0,270](virus(t)>c(mid)) and eventually[0,108](virus(t)<c(low))",1,0.512389,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,filtered,"globally[0,270](virus(t) > c(mid)) and eventually[0,108](virus(t) < c(low))",1,0.512389,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,filtered,"globally[0,270](virus(t)=c(high)) and eventually[0,108](virus(t)=c(low))",1,0.514159,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,filtered,"globally[0,270](virus(t)=c(high)) and eventually[0,108](virus(t)=c(low))",1,0.514159,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,consolidated,"eventually[0,108](virus(t) < c(mid))",1,0.491839,,
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,consolidated,"globally[0,270](virus(t)>c(mid))",1,0.501502,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) < -d_c(low)) and globally[12,inf](virus(t) < c(low))",,0.622732,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) < -d_c(low)) and globally[12,inf](virus(t) < c(low))",,0.622732,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) < -d_c(low)) and globally[12,inf](virus(t) < c(low))",,0.622732,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) < -d_c(low)) and eventually[12,inf]globally(virus(t) < c(low))",,0.640388,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) < -d_c(low)) and globally[12,inf](virus(t) = c(low))",,0.624609,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) < -d_c(low)) and globally[12,inf](virus(t) < c(low))",,0.622732,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) < -d_c(low)) and globally[12,inf](virus(t) < c(low))",,0.622732,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"eventually[8,10]globally(d_virus(t) < -d_c(low)) and eventually[12,inf]globally(virus(t) < c(low))",,0.644233,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) < -d_c(low)) and globally[12,inf](virus(t) < c(low))",,0.622732,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) < -d_c(low)) and globally[12,inf](virus(t) < c(low))",,0.622732,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) < -d_c(low)) and globally[12,inf](virus(t) < c(low))",,0.622732,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"eventually[8,10](d_virus(t) < -d_c(low)) and globally[12,inf](virus(t) < c(low))",,0.644017,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t)<-d_c(low)) and globally[12,inf](virus(t)<c(low))",,0.622732,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) < -d_c(low)) and globally[12,inf](virus(t) < c(low))",,0.622732,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) < -d_c(low)) and globally[12,inf](virus(t) < c(low))",,0.622732,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) < -d_c(low)) and globally[12,inf](virus(t) < c(low))",,0.622732,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) < 0) and globally[12,inf](virus(t) < c(low))",,0.644109,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) < -d_c(low)) and globally[12,inf](virus(t) < c(low))",,0.622732,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,filtered,"globally[8,10](d_virus(t) < -d_c(low)) and eventually[12,inf]globally(virus(t) < c(low))",1,0.640388,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,filtered,"eventually[8,10]globally(d_virus(t) < -d_c(low)) and eventually[12,inf]globally(virus(t) < c(low))",1,0.644233,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,filtered,"eventually[8,10](d_virus(t) < -d_c(low)) and globally[12,inf](virus(t) < c(low))",1,0.644017,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,filtered,"globally[8,10](d_virus(t) < 0) and globally[12,inf](virus(t) < c(low))",1,0.644109,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,consolidated,"eventually[8,10](d_virus(t) < -d_c(low))",1,0.64765,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,consolidated,"globally[8,10](d_virus(t) < 0)",1,0.643404,,
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,consolidated,"eventually[12,inf]globally(virus(t) < c(low))",1,0.641293,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"eventually[10,12](d_alt(t) < 0 and d_ast(t) < 0)",,0.592528,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[10,12](d_alt(t) < -d_c(low) and d_ast(t) < -d_c(low))",,0.566447,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[10,12](d_alt(t) = -d_c(low) and d_ast(t) = -d_c(low))",,0.557903,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"eventually[10,12](d_alt(t) = -d_c(low) and d_ast(t) = -d_c(low))",,0.564087,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[10,12](d_alt(t) < -d_c(low) and d_ast(t) < -d_c(low))",,0.566447,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"eventually[10,12](d_alt(t) < 0 and d_ast(t) < 0)",,0.592528,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"eventually[10,12](d_alt(t) = -d_c(low) and d_ast(t) = -d_c(low))",,0.564087,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[12,12](d_alt(t) < -d_c(low) and d_ast(t) < -d_c(low))",,0.567439,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[10,12](d_alt(t) < 0 and d_ast(t) < 0)",,0.58124,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"eventually[12,12](d_alt(t) < 0 and d_ast(t) < 0)",,0.592767,,
